CLARK_Y_AIRFOIL optimise
  299.598265  -15.521333
  299.525395  -15.497536
  299.306831  -15.426647
  298.942717  -15.310100
  298.433306  -15.150027
  297.778981  -14.948923
  296.980266  -14.709251
  296.037855  -14.433073
  294.952622  -14.121741
  293.725628  -13.775727
  292.358124  -13.394613
  290.851541  -12.977243
  289.207470  -12.522014
  287.427645  -12.027269
  285.513915  -11.491720
  283.468224  -10.914830
  281.292595  -10.297106
  278.989118   -9.640233
  276.559953   -8.947035
  274.007336   -8.221272
  271.333595   -7.467285
  268.541173   -6.689567
  265.632648   -5.892300
  262.610747   -5.078964
  259.478365   -4.252050
  256.238563   -3.412950
  252.894563   -2.562024
  249.449731   -1.698853
  245.907554   -0.822622
  242.271611    0.067415
  238.545549    0.971466
  234.733053    1.888804
  230.837832    2.817509
  226.863611    3.754391
  222.814133    4.695102
  218.693170    5.634436
  214.504542    6.566758
  210.252140    7.486499
  205.939944    8.388640
  201.572043    9.269105
  197.152642   10.125005
  192.686059   10.954684
  188.176717   11.757578
  183.629117   12.533890
  179.047815   13.284162
  174.437394   14.008802
  169.802433   14.707658
  165.147488   15.379723
  160.477086   16.023017
  155.795719   16.634695
  151.107861   17.211352
  146.417984   17.749503
  141.730589   18.246149
  137.050223   18.699331
  132.381505   19.108588
  127.729132   19.475212
  123.097874   19.802244
  118.492552   20.094185
  113.918012   20.356445
  109.379071   20.594575
  104.880476   20.813414
  100.426848   21.016240
   96.022648   21.204077
   91.672145   21.375261
   87.379406   21.525346
   83.148314   21.647397
   78.982590   21.732637
   74.885842   21.771383
   70.861619   21.754153
   66.913462   21.672792
   63.044959   21.521461
   59.259772   21.297347
   55.561654   21.000985
   51.954434   20.636134
   48.441991   20.209214
   45.028196   19.728379
   41.716851   19.202356
   38.511619   18.639212
   35.415964   18.045230
   32.433102   17.424074
   29.565978   16.776385
   26.817268   16.099865
   24.189406   15.389882
   21.684639   14.640512
   19.305093   13.845891
   17.052847   13.001683
   14.930006   12.106452
   12.938750   11.162724
   11.081366   10.177566
    9.360244    9.162559
    7.777837    8.133122
    6.336596    7.107248
    5.038878    6.103762
    3.886836    5.140325
    2.882317    4.231412
    2.026764    3.386524
    1.321144    2.608887
    0.765920    1.894785
    0.361051    1.233673
    0.106036    0.609046
    0.000000    0.000000
    0.030411   -0.833972
    0.209458   -1.658894
    0.537752   -2.458932
    1.015651   -3.220275
    1.643220   -3.931917
    2.420206   -4.586192
    3.346022   -5.179018
    4.419753   -5.709849
    5.640171   -6.181338
    7.005771   -6.598774
    8.514806   -6.969355
   10.165334   -7.301374
   11.955259   -7.603406
   13.882373   -7.883577
   15.944389   -8.148963
   18.138963   -8.405186
   20.463710   -8.656199
   22.916203   -8.904272
   25.493970   -9.150154
   28.194480   -9.393356
   31.015127   -9.632512
   33.953211   -9.865760
   37.005927  -10.091101
   40.170348  -10.306684
   43.443417  -10.510998
   46.821952  -10.702971
   50.302640  -10.881967
   53.882052  -11.047715
   57.556649  -11.200185
   61.322792  -11.339454
   65.176753  -11.465588
   69.114725  -11.578560
   73.132823  -11.678224
   77.227088  -11.764345
   81.393488  -11.836683
   85.627914  -11.895111
   89.926179  -11.939744
   94.284013  -11.971066
   98.697064  -11.990024
  103.160899  -11.998064
  107.671012  -11.997130
  112.222828  -11.989585
  116.811715  -11.978100
  121.432997  -11.965490
  126.081968  -11.954550
  130.753905  -11.947880
  135.444078  -11.947745
  140.147763  -11.955961
  144.860250  -11.973836
  149.576846  -12.002155
  154.292879  -12.041209
  159.003700  -12.090863
  163.704683  -12.150641
  168.391223  -12.219826
  173.058737  -12.297550
  177.702663  -12.382873
  182.318464  -12.474845
  186.901629  -12.572543
  191.447675  -12.675090
  195.952154  -12.781667
  200.410654  -12.891510
  204.818807  -13.003918
  209.172291  -13.118254
  213.466830  -13.233967
  217.698206  -13.350605
  221.862254  -13.467836
  225.954867  -13.585467
  229.972005  -13.703443
  233.909693  -13.821834
  237.764030  -13.940798
  241.531197  -14.060527
  245.207462  -14.181171
  248.789188  -14.302762
  252.272844  -14.425136
  255.655007  -14.547871
  258.932370  -14.670251
  262.101747  -14.791269
  265.160068  -14.909663
  268.104385  -15.023994
  270.931865  -15.132752
  273.639789  -15.234486
  276.225544  -15.327937
  278.686625  -15.412152
  281.020626  -15.486579
  283.225246  -15.551118
  285.298288  -15.606119
  287.237663  -15.652340
  289.041398  -15.690853
  290.707646  -15.722920
  292.234691  -15.749858
  293.620961  -15.772894
  294.865032  -15.793053
  295.965637  -15.811073
  296.921668  -15.827361
  297.732176  -15.842009
  298.396369  -15.854838
  298.913610  -15.865489
  299.283411  -15.873523
  299.505427  -15.878536
  299.579456  -15.880241
