wing_v01 optimise
  298.530000   -0.000000
  294.836909    0.807445
  291.141585    1.600742
  287.444080    2.380100
  283.744446    3.145715
  280.042732    3.897774
  276.338984    4.636449
  272.633249    5.361900
  268.925569    6.074277
  265.215987    6.773714
  261.504542    7.460336
  257.791275    8.134253
  254.076222    8.795565
  250.359419    9.444355
  246.640902   10.080698
  242.920704   10.704653
  239.198859   11.316266
  235.475398   11.915571
  231.750353   12.502587
  228.023753   13.077322
  224.295630   13.639766
  220.566012   14.189900
  216.834928   14.727687
  213.102407   15.253078
  209.368476   15.766008
  205.633165   16.266399
  201.896501   16.754155
  198.158513   17.229169
  194.419229   17.691314
  190.678678   18.140449
  186.936889   18.576418
  183.193892   18.999047
  179.449717   19.408143
  175.704394   19.803500
  171.957958   20.184889
  168.210439   20.552066
  164.461872   20.904766
  160.712294   21.242704
  156.961740   21.565576
  153.210249   21.873054
  149.457861   22.164791
  145.704619   22.440412
  141.950566   22.699522
  138.195749   22.941698
  134.440216   23.166489
  130.684019   23.373417
  126.927212   23.561972
  123.169852   23.731612
  119.412000   23.881759
  115.620401   24.008152
  111.827994   24.106488
  108.034943   24.176064
  104.241423   24.216128
  100.447618   24.225878
   96.653729   24.204455
   92.859965   24.150934
   89.066554   24.064319
   85.273736   23.943534
   81.481774   23.787410
   77.690946   23.594675
   73.901556   23.363934
   70.113932   23.093655
   66.328431   22.782139
   62.545443   22.427491
   58.765399   22.027583
   54.988773   21.580003
   51.216097   21.081989
   47.447966   20.530341
   43.685059   19.921307
   39.928159   19.250417
   36.178182   18.512250
   32.436218   17.700101
   28.703601   16.805456
   24.982007   15.817184
   21.273619   14.720160
   17.581429   13.492813
   13.909813   12.102281
   10.265803   10.493561
    6.662531    8.559848
    3.132527    6.026102
    0.000000    0.000000
    4.330723   -5.217972
    8.263969   -6.969243
   12.123947   -8.146136
   15.943187   -9.023690
   19.734821   -9.708712
   23.505881  -10.256204
   27.260743  -10.699027
   31.002399  -11.058753
   34.733032  -11.350507
   38.454318  -11.585421
   42.167591  -11.772007
   45.873941  -11.916972
   49.574284  -12.025734
   53.269403  -12.102766
   56.959977  -12.151819
   60.646601  -12.176093
   64.329807  -12.178350
   68.010069  -12.161001
   71.687818  -12.126176
   75.363444  -12.075769
   79.037304  -12.011477
   82.709726  -11.934836
   86.381014  -11.847238
   90.051446  -11.749957
   93.721285  -11.644160
   97.390771  -11.530924
  101.060132  -11.411245
  104.729577  -11.286047
  108.399307  -11.156191
  112.069506  -11.022478
  115.740349  -10.885660
  119.412000  -10.746439
  123.117398  -10.601993
  126.823288  -10.449456
  130.529731  -10.289407
  134.236784  -10.122387
  137.944501   -9.948905
  141.652934   -9.769442
  145.362131   -9.584446
  149.072139   -9.394341
  152.783001   -9.199523
  156.494760   -9.000365
  160.207456   -8.797216
  163.921128   -8.590403
  167.635811   -8.380230
  171.351542   -8.166983
  175.068356   -7.950926
  178.786283   -7.732303
  182.505358   -7.511343
  186.225611   -7.288253
  189.947072   -7.063224
  193.669771   -6.836431
  197.393737   -6.608031
  201.118999   -6.378165
  204.845585   -6.146957
  208.573524   -5.914518
  212.302843   -5.680941
  216.033572   -5.446306
  219.765738   -5.210677
  223.499370   -4.974104
  227.234497   -4.736622
  230.971147   -4.498252
  234.709352   -4.259002
  238.449141   -4.018866
  242.190546   -3.777824
  245.933598   -3.535843
  249.678331   -3.292875
  253.424778   -3.048862
  257.172975   -2.803731
  260.922958   -2.557395
  264.674763   -2.309758
  268.428431   -2.060707
  272.184001   -1.810119
  275.941516   -1.557858
  279.701018   -1.303777
  283.462554   -1.047713
  287.226170   -0.789494
  290.991915   -0.528936
  294.759841   -0.265841
  298.530000    0.000000
